sa2_name_2011,longitude,latitude,points,focal_longitude,focal_latitude,focal_dist,focal_angle,points1,focal_longitude1,focal_latitude1,focal_distance1,angle1,rownumber,hex_long,hex_lat,hex_id
Manly West,153.16603062814053,-27.46754872810051,Brisbane,153.0350927,-27.45503091,13016.943324931974,96.11919870463892,Brisbane,153.0350927,-27.45503091,13016.943324931974,96.11919870463892,523,153.8956391583563,-27.152333394863952,100477
Hope Valley - Modbury,138.68826944429966,-34.842816517237495,Adelaide,138.6000048,-34.93498777,13025.27554676184,38.124274919551155,Adelaide,138.6000048,-34.93498777,13025.27554676184,38.124274919551155,524,139.09563915835628,-34.42694678665324,79487
Box Hill North,145.12271690187507,-37.80468947840162,Melbourne,144.9750162,-37.82003131,13116.946928945672,82.46452267080076,Melbourne,144.9750162,-37.82003131,13116.946928945672,82.46452267080076,525,145.7956391583563,-37.37143315952033,71055
Dry Creek - South,138.54593830474894,-34.82520848126152,Adelaide,138.6000048,-34.93498777,13143.603143116687,-21.984441215047667,Adelaide,138.6000048,-34.93498777,13143.603143116687,-21.984441215047667,526,138.49563915835628,-34.08053662513946,80480
Wynnum,153.16704738279856,-27.44036121611789,Brisbane,153.0350927,-27.45503091,13145.82062208146,82.82911464416735,Brisbane,153.0350927,-27.45503091,13145.82062208146,82.82911464416735,527,153.7956391583563,-26.979128314107065,100975
Kambah,149.05806374806954,-35.38627309891791,Canberra,149.1290262,-35.28302855,13146.578397317184,-150.69966083065668,Canberra,149.1290262,-35.28302855,13146.578397317184,-150.69966083065668,528,148.7956391583563,-36.332202674979,74058
Uraidla - Summertown,138.74329256805578,-34.9235070318354,Adelaide,138.6000048,-34.93498777,13153.58299208668,84.3772776096573,Adelaide,138.6000048,-34.93498777,13153.58299208668,84.3772776096573,529,139.09563915835628,-35.119767109680794,77495
Oxley (Qld),152.97586922658874,-27.561635898160677,Brisbane,153.0350927,-27.45503091,13182.961101814928,-153.7552900900928,Brisbane,153.0350927,-27.45503091,13182.961101814928,-153.7552900900928,530,152.69563915835627,-28.537974040919053,96487
Wanniassa,149.0908600744472,-35.39784669490636,Canberra,149.1290262,-35.28302855,13202.810570799715,-164.81785045877785,Canberra,149.1290262,-35.28302855,13202.810570799715,-164.81785045877785,531,148.99563915835628,-36.332202674979,74059
Box Hill,145.12471161416983,-37.829033302364905,Melbourne,144.9750162,-37.82003131,13217.248409859085,94.3076905503642,Melbourne,144.9750162,-37.82003131,13217.248409859085,94.3076905503642,532,145.99563915835628,-37.37143315952033,71056
Fadden,149.117672096485,-35.40198519777105,Canberra,149.1290262,-35.28302855,13238.212694740387,-175.54480286506103,Canberra,149.1290262,-35.28302855,13238.212694740387,-175.54480286506103,533,149.2956391583563,-36.158997594222114,74558
Casey,149.09468800885193,-35.16705073067759,Canberra,149.1290262,-35.28302855,13241.465492840165,-13.58666340384713,Canberra,149.1290262,-35.28302855,13241.465492840165,-13.58666340384713,534,149.09563915835628,-34.08053662513946,80533
Chatswood (West) - Lane Cove North,151.16550340580156,-33.80123339573853,Sydney,151.1851798,-33.92001097,13300.06044242929,-7.827038644448374,Sydney,151.1851798,-33.92001097,13300.06044242929,-7.827038644448374,535,151.3956391583563,-32.86810105984125,84031
Chullora,151.0440774867594,-33.89267328874264,Sydney,151.1851798,-33.92001097,13397.707726680392,-76.82083073088754,Sydney,151.1851798,-33.92001097,13397.707726680392,-76.82083073088754,536,149.99563915835628,-34.25374170589635,80040
Kingsbury,145.04915353744084,-37.71456489775171,Melbourne,144.9750162,-37.82003131,13405.20991824203,29.037496514486307,Melbourne,144.9750162,-37.82003131,13405.20991824203,29.037496514486307,537,145.49563915835628,-36.85181791724966,72547
Glenroy - Hadfield,144.92930739336649,-37.70452738649219,Melbourne,144.9750162,-37.82003131,13437.849995372226,-17.358334536657374,Melbourne,144.9750162,-37.82003131,13437.849995372226,-17.358334536657374,538,144.99563915835628,-36.678612836492775,73043
Macgregor (ACT),149.01098966171043,-35.20981254738651,Canberra,149.1290262,-35.28302855,13468.271211508983,-52.748575299743635,Canberra,149.1290262,-35.28302855,13468.271211508983,-52.748575299743635,539,148.1956391583563,-34.600151867410126,79035
Belmont - Gumdale,153.15852971566488,-27.5071177336953,Brisbane,153.0350927,-27.45503091,13495.72019659123,115.40916640486554,Brisbane,153.0350927,-27.45503091,13495.72019659123,115.40916640486554,540,153.49563915835628,-27.498743556377732,99479
Airport West,144.8813015743942,-37.72381358829348,Melbourne,144.9750162,-37.82003131,13498.991813804552,-37.56368171994989,Melbourne,144.9750162,-37.82003131,13498.991813804552,-37.56368171994989,541,144.2956391583563,-36.85181791724966,72541
Marino - Seaview Downs,138.53504205144912,-35.044302745810405,Adelaide,138.6000048,-34.93498777,13500.143715272396,-154.02176511175642,Adelaide,138.6000048,-34.93498777,13500.143715272396,-154.02176511175642,542,138.49563915835628,-35.81258743270834,75500
Hampton,145.01426401711146,-37.93766045243323,Melbourne,144.9750162,-37.82003131,13505.067563380147,165.23359409590537,Melbourne,144.9750162,-37.82003131,13505.067563380147,165.23359409590537,543,144.8956391583563,-38.93027888633232,66568
Peakhurst - Lugarno,151.05221755496524,-33.97101694082048,Sydney,151.1851798,-33.92001097,13531.145875894255,-114.77981087786382,Sydney,151.1851798,-33.92001097,13531.145875894255,-114.77981087786382,544,150.2956391583563,-34.77335694816701,78547
Durack - Marlow Lagoon,130.9623326368377,-12.47819346579092,Darwin,130.8500386,-12.42535398,13535.679288578078,115.7164035670715,Darwin,130.8500386,-12.42535398,13535.679288578078,115.7164035670715,545,131.1956391583563,-12.429901530528497,142694
Leeming,115.86610991970194,-32.07509732426302,Perth,115.8399987,-31.95501463,13542.257035307317,169.54663177010806,Perth,115.8399987,-31.95501463,13542.257035307317,169.54663177010806,546,116.39563915835629,-32.86810105984125,83856
Alexander Heights - Koondoola,115.86579529251883,-31.834870957644142,Perth,115.8399987,-31.95501463,13543.848189209348,10.32456398419362,Perth,115.8399987,-31.95501463,13543.848189209348,10.32456398419362,547,116.39563915835629,-31.136050252272373,88836
Chatswood (East) - Artarmon,151.18816775468036,-33.79781669559196,Sydney,151.1851798,-33.92001097,13556.637515242854,1.1624357191356793,Sydney,151.1851798,-33.92001097,13556.637515242854,1.1624357191356793,548,150.8956391583563,-33.04130614059814,83530
Macarthur,149.13186839497735,-35.40528988528993,Canberra,149.1290262,-35.28302855,13567.02354609726,178.91284835977913,Canberra,149.1290262,-35.28302855,13567.02354609726,178.91284835977913,549,149.3956391583563,-35.98579251346523,75057
Willoughby - Castle Cove - Northbridge,151.21238527293062,-33.79967813877929,Sydney,151.1851798,-33.92001097,13582.691199255061,10.625462963800354,Sydney,151.1851798,-33.92001097,13582.691199255061,10.625462963800354,550,150.99563915835628,-32.86810105984125,84029
Templestowe Lower,145.11224835224326,-37.763904019410205,Melbourne,144.9750162,-37.82003131,13598.381423370223,62.59379686367913,Melbourne,144.9750162,-37.82003131,13598.381423370223,62.59379686367913,551,145.69563915835627,-37.891048401791,69560
Pooraka,138.60940146994312,-34.81243253624394,Adelaide,138.6000048,-34.93498777,13623.229650874884,3.5966813856849096,Adelaide,138.6000048,-34.93498777,13623.229650874884,3.5966813856849096,552,138.7956391583563,-34.25374170589635,79984
Jindalee - Mount Ommaney,152.93500206118898,-27.540057834732945,Brisbane,153.0350927,-27.45503091,13659.951458883836,-133.7387515996569,Brisbane,153.0350927,-27.45503091,13659.951458883836,-133.7387515996569,553,152.2956391583563,-28.537974040919053,96485
Doncaster,145.12384107789202,-37.784846886223235,Melbourne,144.9750162,-37.82003131,13676.115122876823,73.2966591066034,Melbourne,144.9750162,-37.82003131,13676.115122876823,73.2966591066034,554,145.8956391583563,-37.54463824027722,70557
Ryde - Putney,151.11125256237506,-33.81310313828107,Sydney,151.1851798,-33.92001097,13689.769773793854,-29.843083327603523,Sydney,151.1851798,-33.92001097,13689.769773793854,-29.843083327603523,555,150.7956391583563,-32.86810105984125,84028
Sunshine North,144.83619979301614,-37.7639626278106,Melbourne,144.9750162,-37.82003131,13719.611045630421,-62.88513798602861,Melbourne,144.9750162,-37.82003131,13719.611045630421,-62.88513798602861,556,143.8956391583563,-37.891048401791,69551
Hall,149.0669556803514,-35.17025201938772,Canberra,149.1290262,-35.28302855,13728.80873380632,-24.19063494989376,Canberra,149.1290262,-35.28302855,13728.80873380632,-24.19063494989376,557,148.8956391583563,-34.08053662513946,80532
Queanbeyan - East,149.25240268454382,-35.3552072887704,Canberra,149.1290262,-35.28302855,13783.792037916197,125.60465965860459,Canberra,149.1290262,-35.28302855,13783.792037916197,125.60465965860459,558,149.69563915835627,-35.46617727119457,76552
Highbury - Dernancourt,138.71528823865856,-34.85436812928008,Adelaide,138.6000048,-34.93498777,13821.431624125864,49.5157239523898,Adelaide,138.6000048,-34.93498777,13821.431624125864,49.5157239523898,559,139.49563915835628,-34.77335694816701,78493
Sunnybank,153.0595863365501,-27.57853401147743,Brisbane,153.0350927,-27.45503091,13897.93641325795,170.0186927910948,Brisbane,153.0350927,-27.45503091,13897.93641325795,170.0186927910948,560,153.3956391583563,-28.71117912167594,95993
Bentleigh East,145.06669403037586,-37.92214318490944,Melbourne,144.9750162,-37.82003131,13911.247185661648,144.64543995263423,Melbourne,144.9750162,-37.82003131,13911.247185661648,144.64543995263423,561,145.49563915835628,-38.583868724818544,67567
Canning Vale Commercial,115.91124532701801,-32.06494508900377,Perth,115.8399987,-31.95501463,13925.093917631932,151.18943279997822,Perth,115.8399987,-31.95501463,13925.093917631932,151.18943279997822,562,116.7956391583563,-32.52169089832748,84854
Sunshine West,144.81832552801106,-37.80201836806516,Melbourne,144.9750162,-37.82003131,13941.91471205616,-81.67294794361047,Melbourne,144.9750162,-37.82003131,13941.91471205616,-81.67294794361047,563,143.99563915835628,-38.06425348254788,69054
Karabar,149.23276806517296,-35.3759007295597,Canberra,149.1290262,-35.28302855,13969.209525864459,137.62627931555608,Canberra,149.1290262,-35.28302855,13969.209525864459,137.62627931555608,564,149.59563915835628,-35.98579251346523,75058
Cambridge,147.4658506753558,-42.8416897721323,Hobart,147.2950297,-42.85000853,13994.271115373287,86.14187960116163,Hobart,147.2950297,-42.85000853,13994.271115373287,86.14187960116163,565,147.59563915835628,-42.91399574374074,55128
Dunlop,149.0198552471917,-35.194020854276566,Canberra,149.1290262,-35.28302855,14009.29056659184,-45.01947254398957,Canberra,149.1290262,-35.28302855,14009.29056659184,-45.01947254398957,566,147.99563915835628,-34.600151867410126,79034
Viewbank - Yallambie,145.08823827214442,-37.731237900722775,Melbourne,144.9750162,-37.82003131,14022.351992095897,45.18999654282533,Melbourne,144.9750162,-37.82003131,14022.351992095897,45.18999654282533,567,145.7956391583563,-37.025022998006555,72051
Greenwood - Warwick,115.80470449997341,-31.83176066271439,Perth,115.8399987,-31.95501463,14069.004340384072,-13.65550557767963,Perth,115.8399987,-31.95501463,14069.004340384072,-13.65550557767963,568,115.49563915835628,-31.30925533302926,88333
Fremantle - South,115.77504794366651,-32.069474393898716,Perth,115.8399987,-31.95501463,14097.819977743846,-154.28755686049274,Perth,115.8399987,-31.95501463,14097.819977743846,-154.28755686049274,569,115.19563915835629,-32.52169089832748,84846
Marangaroo,115.83770671588385,-31.827636549513024,Perth,115.8399987,-31.95501463,14126.021318104966,-0.874660376920164,Perth,115.8399987,-31.95501463,14126.021318104966,-0.874660376920164,570,115.49563915835628,-30.962845171515482,89329
Bonner,149.14295237695947,-35.155997581138976,Canberra,149.1290262,-35.28302855,14150.367186732718,5.113775524010444,Canberra,149.1290262,-35.28302855,14150.367186732718,5.113775524010444,571,149.49563915835628,-34.42694678665324,79539
Bankstown,151.03170919457472,-33.92218933005805,Sydney,151.1851798,-33.92001097,14193.550179290467,-90.93713581978301,Sydney,151.1851798,-33.92001097,14193.550179290467,-90.93713581978301,572,149.99563915835628,-33.90733154438257,81036
Deagon,153.05935149795047,-27.327824359237592,Brisbane,153.0350927,-27.45503091,14298.530244785337,9.60476719709623,Brisbane,153.0350927,-27.45503091,14298.530244785337,9.60476719709623,573,153.2956391583563,-26.459513071836405,102466
North Ryde - East Ryde,151.13127842237017,-33.798921561362484,Sydney,151.1851798,-33.92001097,14327.517431037742,-20.271556657052756,Sydney,151.1851798,-33.92001097,14327.517431037742,-20.271556657052756,574,151.1956391583563,-32.86810105984125,84030
Gowrie (ACT),149.10898510646783,-35.41181728472981,Canberra,149.1290262,-35.28302855,14404.432701462254,-172.76053055928202,Canberra,149.1290262,-35.28302855,14404.432701462254,-172.76053055928202,575,149.3956391583563,-36.332202674979,74061
Coolbellup,115.80764124141575,-32.08337792510806,Perth,115.8399987,-31.95501463,14558.449211410783,-167.92717284101434,Perth,115.8399987,-31.95501463,14558.449211410783,-167.92717284101434,576,115.29563915835628,-32.694895979084365,84348
Lidcombe - Regents Park,151.04002188798677,-33.869074983176816,Sydney,151.1851798,-33.92001097,14567.247102096288,-67.04388966056554,Sydney,151.1851798,-33.92001097,14567.247102096288,-67.04388966056554,577,150.09563915835628,-33.38771630211191,82530
Homebush Bay - Silverwater,151.0617614579863,-33.83818057655861,Sydney,151.1851798,-33.92001097,14586.296479892426,-51.353806178426105,Sydney,151.1851798,-33.92001097,14586.296479892426,-51.353806178426105,578,150.3956391583563,-32.86810105984125,84026
Beckenham - Kenwick - Langford,115.96805661975722,-32.028637869783296,Perth,115.8399987,-31.95501463,14597.94658659606,124.0984084666944,Perth,115.8399987,-31.95501463,14597.94658659606,124.0984084666944,579,116.69563915835629,-32.00207565605681,86347
Oyster Bay - Como - Jannali,151.07031942198952,-34.010356350328685,Sydney,151.1851798,-33.92001097,14598.626667478013,-133.450354028399,Sydney,151.1851798,-33.92001097,14598.626667478013,-133.450354028399,580,150.69563915835627,-34.77335694816701,78549
Mount Waverley - North,145.13022813279386,-37.86647180046473,Melbourne,144.9750162,-37.82003131,14601.74374113912,110.70360597659636,Melbourne,144.9750162,-37.82003131,14601.74374113912,110.70360597659636,581,145.99563915835628,-37.71784332103411,70060
Gilmore,149.13825302135734,-35.41517989015049,Canberra,149.1290262,-35.28302855,14685.81332607187,176.73795799061904,Canberra,149.1290262,-35.28302855,14685.81332607187,176.73795799061904,582,149.49563915835628,-36.158997594222114,74559
Padstow,151.03225176359948,-33.95787150749643,Sydney,151.1851798,-33.92001097,14748.892929380545,-106.57293871448852,Sydney,151.1851798,-33.92001097,14748.892929380545,-106.57293871448852,583,149.8956391583563,-33.734126463625685,81533
Oxley (ACT),149.0785829438365,-35.40946119815853,Canberra,149.1290262,-35.28302855,14757.807204193521,-161.95891269859533,Canberra,149.1290262,-35.28302855,14757.807204193521,-161.95891269859533,584,149.1956391583563,-36.332202674979,74060
Largs Bay - Semaphore,138.49187296283355,-34.83620756159182,Adelaide,138.6000048,-34.93498777,14758.10152728612,-41.89146792024953,Adelaide,138.6000048,-34.93498777,14758.10152728612,-41.89146792024953,585,137.7956391583563,-34.600151867410126,78983
Altona,144.81500816887703,-37.86030476490881,Melbourne,144.9750162,-37.82003131,14776.738646736518,-107.62871834628132,Melbourne,144.9750162,-37.82003131,14776.738646736518,-107.62871834628132,586,144.09563915835628,-38.23745856330477,68556
Oakleigh - Huntingdale,145.1012080479226,-37.90845484833021,Melbourne,144.9750162,-37.82003131,14819.82940895092,131.55254544325513,Melbourne,144.9750162,-37.82003131,14819.82940895092,131.55254544325513,587,145.69563915835627,-38.583868724818544,67568
Duncraig,115.77592040148387,-31.83292977976994,Perth,115.8399987,-31.95501463,14832.695093501705,-24.002089608771634,Perth,115.8399987,-31.95501463,14832.695093501705,-24.002089608771634,588,115.39563915835629,-31.136050252272373,88831
Bibra Lake,115.82772755329069,-32.08847559356729,Perth,115.8399987,-31.95501463,14844.499066496206,-175.5392233101336,Perth,115.8399987,-31.95501463,14844.499066496206,-175.5392233101336,589,115.99563915835628,-32.86810105984125,83854
Manly - Lota,153.18524012419218,-27.46270312601907,Brisbane,153.0350927,-27.45503091,14866.280602554742,93.26113726203539,Brisbane,153.0350927,-27.45503091,14866.280602554742,93.26113726203539,590,153.99563915835628,-28.018358798648393,97988
Eight Mile Plains,153.09210686497937,-27.579354295934095,Brisbane,153.0350927,-27.45503091,14883.606977090207,157.85447349419303,Brisbane,153.0350927,-27.45503091,14883.606977090207,157.85447349419303,591,153.49563915835628,-28.537974040919053,96491
Miranda - Yowie Bay,151.10338096941575,-34.03586556415034,Sydney,151.1851798,-33.92001097,14909.139200173915,-149.62851191426233,Sydney,151.1851798,-33.92001097,14909.139200173915,-149.62851191426233,592,150.49563915835628,-34.77335694816701,78548
Gungahlin - West,149.11056041373575,-35.14948902549435,Canberra,149.1290262,-35.28302855,14910.623559737141,-6.440157465524887,Canberra,149.1290262,-35.28302855,14910.623559737141,-6.440157465524887,593,149.2956391583563,-34.08053662513946,80534
Happy Valley Reservoir,138.57371741818235,-35.06765419340287,Adelaide,138.6000048,-34.93498777,14912.488835864884,-170.77320926374955,Adelaide,138.6000048,-34.93498777,14912.488835864884,-170.77320926374955,594,138.69563915835627,-35.81258743270834,75501
Balgowlah - Clontarf - Seaforth,151.25377893279514,-33.79778742289519,Sydney,151.1851798,-33.92001097,14969.67064371839,24.970029072583504,Sydney,151.1851798,-33.92001097,14969.67064371839,24.970029072583504,595,151.49563915835628,-33.04130614059814,83533
Bracken Ridge,153.0339082402895,-27.31957177099687,Brisbane,153.0350927,-27.45503091,15010.689309919384,-0.44456214763988566,Brisbane,153.0350927,-27.45503091,15010.689309919384,-0.44456214763988566,596,153.49563915835628,-26.459513071836405,102467
Lockridge - Kiara,115.9698131327214,-31.876617171696758,Perth,115.8399987,-31.95501463,15043.789821477607,54.53474947530819,Perth,115.8399987,-31.95501463,15043.789821477607,54.53474947530819,597,116.69563915835629,-31.655665494543037,87343
Monash,149.09063722279393,-35.41578409385068,Canberra,149.1290262,-35.28302855,15136.59697061031,-166.71772543429293,Canberra,149.1290262,-35.28302855,15136.59697061031,-166.71772543429293,598,149.2956391583563,-36.50540775573589,73562
Driver,130.9753878442137,-12.485953219385028,Darwin,130.8500386,-12.42535398,15187.237256201572,116.3263069483539,Darwin,130.8500386,-12.42535398,15187.237256201572,116.3263069483539,599,130.99563915835628,-12.429901530528497,142693
Blackburn South,145.14655478948816,-37.8393301542899,Melbourne,144.9750162,-37.82003131,15252.648530257351,98.05406514974537,Melbourne,144.9750162,-37.82003131,15252.648530257351,98.05406514974537,600,146.09563915835628,-37.54463824027722,70558
Darra - Sumner,152.9474823978148,-27.568448894484835,Brisbane,153.0350927,-27.45503091,15260.539906649205,-145.56459727486478,Brisbane,153.0350927,-27.45503091,15260.539906649205,-145.56459727486478,601,152.1956391583563,-28.364768960162166,96983
Sandgate - Shorncliffe,153.06827952734102,-27.320353091223552,Brisbane,153.0350927,-27.45503091,15280.408851486061,12.334008175012112,Brisbane,153.0350927,-27.45503091,15280.408851486061,12.334008175012112,602,153.69563915835627,-26.459513071836405,102468
Mount Waverley - South,145.12717515213194,-37.887271462416855,Melbourne,144.9750162,-37.82003131,15330.381598223561,119.18787529649516,Melbourne,144.9750162,-37.82003131,15330.381598223561,119.18787529649516,603,144.69563915835627,-38.583868724818544,67563
Ardeer - Albion,144.80962077758693,-37.77616889682079,Melbourne,144.9750162,-37.82003131,15358.884764424552,-71.39663621735835,Melbourne,144.9750162,-37.82003131,15358.884764424552,-71.39663621735835,604,143.69563915835627,-37.891048401791,69550
Caringbah - Lilli Pilli,151.12213901733068,-34.04824090979002,Sydney,151.1851798,-33.92001097,15370.174590992503,-157.80410658892583,Sydney,151.1851798,-33.92001097,15370.174590992503,-157.80410658892583,605,151.09563915835628,-34.77335694816701,78551
Yagoona - Birrong,151.0201135217655,-33.90220353872841,Sydney,151.1851798,-33.92001097,15392.789083451169,-82.54752565799078,Sydney,151.1851798,-33.92001097,15392.789083451169,-82.54752565799078,606,149.99563915835628,-33.5609213828688,82032
Thomastown,145.00810409456145,-37.683823417986076,Melbourne,144.9750162,-37.82003131,15396.658640608173,10.862316746859694,Melbourne,144.9750162,-37.82003131,15396.658640608173,10.862316746859694,607,144.7956391583563,-36.678612836492775,73042
Chisholm,149.1248315796098,-35.421973205932936,Canberra,149.1290262,-35.28302855,15420.267843722646,-178.58830576138234,Canberra,149.1290262,-35.28302855,15420.267843722646,-178.58830576138234,608,148.59563915835628,-36.332202674979,74057
Ballajura,115.90072165601288,-31.82588131649615,Perth,115.8399987,-31.95501463,15428.391749831597,21.748682585546007,Perth,115.8399987,-31.95501463,15428.391749831597,21.748682585546007,609,116.49563915835628,-31.30925533302926,88338
West Ryde - Meadowbank,151.08368481845787,-33.80962491396435,Sydney,151.1851798,-33.92001097,15431.01713206297,-37.33250693740248,Sydney,151.1851798,-33.92001097,15431.01713206297,-37.33250693740248,610,150.1956391583563,-33.214511221355025,83029
Hamilton Hill,115.7794175200031,-32.08452190411924,Perth,115.8399987,-31.95501463,15459.206979879145,-158.3498575943064,Perth,115.8399987,-31.95501463,15459.206979879145,-158.3498575943064,611,115.59563915835628,-32.86810105984125,83852
Middle Park - Jamboree Heights,152.92720323180586,-27.556093616321178,Brisbane,153.0350927,-27.45503091,15461.509348548665,-136.53797313599728,Brisbane,153.0350927,-27.45503091,15461.509348548665,-136.53797313599728,612,152.09563915835628,-28.19156387940528,97480
Para Hills,138.65832927027355,-34.80396534072571,Adelaide,138.6000048,-34.93498777,15482.820923451402,20.04680124976188,Adelaide,138.6000048,-34.93498777,15482.820923451402,20.04680124976188,613,138.99563915835628,-34.25374170589635,79985
High Wycombe,116.00341636707675,-31.944376365927468,Perth,115.8399987,-31.95501463,15495.294458879855,85.56957974186624,Perth,115.8399987,-31.95501463,15495.294458879855,85.56957974186624,614,116.59563915835629,-31.828870575299923,86845
Parafield,138.6310084046507,-34.79662451098576,Adelaide,138.6000048,-34.93498777,15609.39984465465,10.408700932411092,Adelaide,138.6000048,-34.93498777,15609.39984465465,10.408700932411092,615,138.8956391583563,-34.08053662513946,80482
Broadmeadows,144.92932209659125,-37.684083600455956,Melbourne,144.9750162,-37.82003131,15617.23293053686,-14.868680206017322,Melbourne,144.9750162,-37.82003131,15617.23293053686,-14.868680206017322,616,144.59563915835628,-36.678612836492775,73041
Durack,152.98571588623605,-27.589190423526933,Brisbane,153.0350927,-27.45503091,15646.361307981415,-161.9121736627214,Brisbane,153.0350927,-27.45503091,15646.361307981415,-161.9121736627214,617,152.59563915835628,-28.71117912167594,95989
Blackburn,145.1528542205689,-37.81653733331452,Melbourne,144.9750162,-37.82003131,15663.270055045181,88.52077858221587,Melbourne,144.9750162,-37.82003131,15663.270055045181,88.52077858221587,618,145.3956391583563,-38.75707380557543,67069
Bundoora - West,145.05248219061926,-37.69287356366963,Melbourne,144.9750162,-37.82003131,15677.773679131304,25.694332253130074,Melbourne,144.9750162,-37.82003131,15677.773679131304,25.694332253130074,619,145.09563915835628,-36.50540775573589,73541
Sunnybank Hills,153.05215298198,-27.59597528580838,Brisbane,153.0350927,-27.45503091,15709.032935709049,173.86931425315194,Brisbane,153.0350927,-27.45503091,15709.032935709049,173.86931425315194,620,153.69563915835627,-28.537974040919053,96492
Bundoora - East,145.0683779181525,-37.69878410457903,Melbourne,144.9750162,-37.82003131,15772.98188273515,31.30291263644005,Melbourne,144.9750162,-37.82003131,15772.98188273515,31.30291263644005,621,145.69563915835627,-36.85181791724966,72548
Hazelmere - South Guildford,116.00036920350445,-31.91561220487753,Perth,115.8399987,-31.95501463,15781.465220007725,73.81104041961562,Perth,115.8399987,-31.95501463,15781.465220007725,73.81104041961562,622,116.7956391583563,-31.828870575299923,86846
Lindfield - Roseville,151.175977230423,-33.777745031430364,Sydney,151.1851798,-33.92001097,15803.112188364626,-3.0725303820053953,Sydney,151.1851798,-33.92001097,15803.112188364626,-3.0725303820053953,623,150.59563915835628,-32.86810105984125,84027
Greenway,149.0649644587815,-35.415920847303035,Canberra,149.1290262,-35.28302855,15852.313734161844,-158.51747176661664,Canberra,149.1290262,-35.28302855,15852.313734161844,-158.51747176661664,624,148.2956391583563,-36.158997594222114,74553
Burwood East,145.15037670692425,-37.853595612467245,Melbourne,144.9750162,-37.82003131,15879.649461496858,103.5693967596836,Melbourne,144.9750162,-37.82003131,15879.649461496858,103.5693967596836,625,144.3956391583563,-38.41066364406166,68060
Aberfoyle Park,138.6135550056952,-35.07783400280778,Adelaide,138.6000048,-34.93498777,15895.711487456621,175.55329375631737,Adelaide,138.6000048,-34.93498777,15895.711487456621,175.55329375631737,626,138.8956391583563,-35.81258743270834,75502
Jandakot Airport,115.87910214993717,-32.09464335547278,Perth,115.8399987,-31.95501463,15917.668655344374,166.63298302873898,Perth,115.8399987,-31.95501463,15917.668655344374,166.63298302873898,627,116.19563915835629,-32.86810105984125,83855
Westlake,152.9128267005002,-27.548625868787166,Brisbane,153.0350927,-27.45503091,15922.377382794379,-130.76687930880482,Brisbane,153.0350927,-27.45503091,15922.377382794379,-130.76687930880482,628,151.99563915835628,-28.018358798648393,97978
Thornlie,115.95497712880153,-32.060009750108854,Perth,115.8399987,-31.95501463,15923.989247436048,137.0895042450727,Perth,115.8399987,-31.95501463,15923.989247436048,137.0895042450727,629,116.69563915835629,-32.34848581757059,85351
Modbury Heights,138.68488918702985,-34.80949783406338,Adelaide,138.6000048,-34.93498777,15938.825726344532,29.0041658471308,Adelaide,138.6000048,-34.93498777,15938.825726344532,29.0041658471308,630,139.2956391583563,-34.42694678665324,79488
Sorrento - Marmion,115.75443476691025,-31.83113874492625,Perth,115.8399987,-31.95501463,15943.673983886603,-30.3668311959387,Perth,115.8399987,-31.95501463,15943.673983886603,-30.3668311959387,631,115.19563915835629,-31.482460413786146,87834
Aldgate - Stirling,138.72557774793455,-35.03489622564299,Adelaide,138.6000048,-34.93498777,15947.097539322183,134.12383676311015,Adelaide,138.6000048,-34.93498777,15947.097539322183,134.12383676311015,632,138.99563915835628,-35.29297219043768,76997
Brookfield - Kenmore Hills,152.8756338126381,-27.476984718514547,Brisbane,153.0350927,-27.45503091,15948.003927318494,-98.78327449044696,Brisbane,153.0350927,-27.45503091,15948.003927318494,-98.78327449044696,633,151.8956391583563,-27.498743556377732,99471
Watsonia,145.08415078116587,-37.70488372316424,Melbourne,144.9750162,-37.82003131,15994.277968567041,36.80984810899331,Melbourne,144.9750162,-37.82003131,15994.277968567041,36.80984810899331,634,146.1956391583563,-37.37143315952033,71057
Forrestfield - Wattle Grove,116.0043173572808,-31.989744135863823,Perth,115.8399987,-31.95501463,16001.999149243258,103.94687160830256,Perth,115.8399987,-31.95501463,16001.999149243258,103.94687160830256,635,116.59563915835629,-32.52169089832748,84853
Revesby,151.01623831351557,-33.95188973678472,Sydney,151.1851798,-33.92001097,16014.639067223537,-102.76612915132371,Sydney,151.1851798,-33.92001097,16014.639067223537,-102.76612915132371,636,149.8956391583563,-34.77335694816701,78545
Eatons Hill,152.93699467213455,-27.339988846926623,Brisbane,153.0350927,-27.45503091,16020.028497116573,-37.10571370078869,Brisbane,153.0350927,-27.45503091,16020.028497116573,-37.10571370078869,637,152.1956391583563,-26.979128314107065,100967
Sandringham - Black Rock,145.017064419417,-37.960794035563296,Melbourne,144.9750162,-37.82003131,16055.764350626523,166.72216785774208,Melbourne,144.9750162,-37.82003131,16055.764350626523,166.72216785774208,638,145.59563915835628,-38.75707380557543,67070
Moulden,130.97318615272115,-12.505581574982422,Darwin,130.8500386,-12.42535398,16062.41180047671,123.69806629606552,Darwin,130.8500386,-12.42535398,16062.41180047671,123.69806629606552,639,131.2956391583563,-12.949516772799157,141200
Gray,130.98231196422546,-12.490325512476531,Darwin,130.8500386,-12.42535398,16076.420726548326,116.68973220205842,Darwin,130.8500386,-12.42535398,16076.420726548326,116.68973220205842,640,130.59563915835628,-12.429901530528497,142691
